amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
55.55,10,2,clothing,0.122,0.085,6.7,0.79,3204,0,0,0,0
51.27,19,1,grocery,0.092,0.5,27.7,1.07,1576,0,0,1,0
121.32,20,7,electronics,0.779,0.728,1085.8,7.87,89,3,0,1,1
105.2,7,2,health_beauty,0.299,0.168,5.8,1.62,1282,0,0,1,0
114.79,9,2,clothing,0.019,0.128,1.3,0.75,2204,0,0,0,0
44.97,7,1,utilities,0.035,0.4,0.7,0.45,2669,0,0,0,0
46.78,11,1,gas_transport,0.381,0.086,9.8,0.78,393,0,0,1,0
97.63,19,2,entertainment,0.187,0.176,4.6,1.02,2095,0,0,0,0
31.97,8,1,entertainment,0.062,0.047,30.3,1.04,2025,0,0,1,0
120.82,7,1,entertainment,0.126,0.08,69.7,1.05,928,0,0,0,0
33.57,17,3,entertainment,0.01,0.173,8.5,0.92,197,0,0,1,0
76.55,13,1,health_beauty,0.01,0.21,20.4,0.92,1438,0,0,1,0
47.5,12,3,gas_transport,0.117,0.149,1.1,1.46,1005,0,0,1,0
47.18,7,1,grocery,0.244,0.162,5.7,0.51,3304,0,0,1,0
6.35,20,1,dining,0.45,0.102,5.3,0.7,2411,0,0,1,0
33.7,15,1,clothing,0.238,0.163,38.2,1.29,435,0,0,0,0
18.2,13,3,grocery,0.126,0.22,28.3,1.24,1621,0,0,1,0
52.66,7,5,clothing,0.226,0.274,0.9,0.93,3388,0,0,1,0
18.99,12,1,travel,0.242,0.061,4.2,0.98,3370,0,0,0,0
26.17,16,2,entertainment,0.17,0.048,7.8,1.4,1469,0,0,1,0
21.15,14,1,health_beauty,0.073,0.113,0.5,0.54,685,0,0,1,0
137.48,3,4,entertainment,0.247,0.024,36.3,0.94,3557,0,0,1,0
25.69,1,2,clothing,0.02,0.051,36.0,1.0,1377,0,0,1,0
123.72,12,2,gas_transport,0.153,0.13,8.9,1.13,2222,0,0,0,0
70.13,11,4,clothing,0.409,0.079,10.4,1.46,1017,0,0,0,0
28.0,14,6,dining,0.156,0.17,1.3,0.84,1791,1,0,0,0
171.22,8,1,travel,0.324,0.135,1.1,1.25,313,0,0,0,0
56.1,16,2,clothing,0.01,0.145,0.3,1.3,245,0,0,0,0
170.8,14,1,gas_transport,0.228,0.195,10.1,0.85,3564,0,0,1,0
65.53,11,1,clothing,0.146,0.289,9.7,1.39,2218,0,0,0,0
10.65,10,1,clothing,0.043,0.037,11.6,1.65,3345,0,0,1,0
29.08,8,6,dining,0.354,0.058,10.7,1.11,3109,0,0,1,0
23.34,17,3,grocery,0.192,0.166,15.1,1.21,3180,0,0,1,0
37.08,0,4,clothing,0.178,0.142,23.3,1.63,2158,0,0,1,0
131.49,6,2,dining,0.074,0.149,23.8,0.43,306,0,1,0,0
34.69,16,2,clothing,0.017,0.299,2.4,0.9,1666,0,0,0,0
242.58,8,10,clothing,0.755,0.829,65.7,4.31,153,4,0,1,1
1887.55,3,8,health_beauty,0.795,0.834,158.3,4.25,441,1,0,1,1
25.33,20,1,entertainment,0.01,0.197,0.5,0.6,1455,0,1,1,0
53.62,18,3,clothing,0.01,0.228,31.7,1.22,728,0,0,0,0
5.17,10,1,grocery,0.02,0.137,21.7,1.72,1868,0,0,0,0
14.14,9,2,travel,0.367,0.441,0.8,1.05,2563,0,0,1,0
32.37,13,1,grocery,0.028,0.133,51.8,1.56,2662,0,0,0,0
467.09,7,8,clothing,0.867,0.793,337.7,5.7,2,1,1,1,1
13.43,9,1,grocery,0.044,0.034,3.0,1.02,2048,0,0,0,0
40.74,14,1,clothing,0.044,0.141,11.0,0.2,1862,0,1,1,0
22.08,13,2,gas_transport,0.15,0.053,13.0,1.3,3463,1,0,1,0
14.0,20,2,retail,0.118,0.135,1.5,0.96,988,0,0,0,0
14.48,13,2,clothing,0.181,0.215,1.4,0.55,1787,0,0,0,0
82.36,6,2,grocery,0.021,0.095,8.8,0.61,1236,0,0,0,0
323.03,22,7,travel,0.665,0.936,372.1,7.14,287,0,0,1,1
19.85,16,1,grocery,0.161,0.108,13.3,1.49,2461,1,0,1,0
149.4,9,1,grocery,0.053,0.079,1.3,1.24,1493,0,0,0,0
37.4,13,1,dining,0.062,0.087,61.1,1.06,758,0,0,0,0
62.94,16,2,grocery,0.036,0.223,11.9,1.31,1319,0,0,1,0
20.69,17,3,grocery,0.092,0.024,13.9,0.45,1050,0,0,1,0
29.21,20,1,health_beauty,0.01,0.146,13.7,1.33,3107,0,0,1,0
18.37,13,3,dining,0.287,0.311,3.9,0.84,2850,0,0,1,0
79.08,6,2,gas_transport,0.038,0.5,12.8,1.16,2884,0,0,0,0
120.0,19,12,electronics,0.509,0.776,2896.3,8.33,441,3,1,1,1
17.0,17,3,grocery,0.095,0.094,31.3,1.22,1842,0,0,0,0
80.98,12,2,grocery,0.06,0.02,17.8,1.04,1361,0,0,1,0
54.38,12,1,dining,0.041,0.104,6.6,1.2,2864,0,0,0,0
25.24,14,1,clothing,0.217,0.045,5.8,1.01,469,0,0,0,0
52.18,8,1,grocery,0.01,0.252,34.3,1.28,2361,0,0,0,0
97.03,7,1,health_beauty,0.055,0.086,31.8,0.38,934,0,0,1,0
37.92,10,1,gas_transport,0.139,0.019,8.2,0.33,3397,0,0,1,0
27.64,11,3,travel,0.335,0.101,19.9,1.55,2377,0,0,1,0
83.7,18,2,clothing,0.116,0.057,5.4,0.77,907,0,0,1,0
40.03,13,1,health_beauty,0.148,0.185,3.1,0.79,2854,0,0,1,0
45.18,17,3,retail,0.195,0.3,5.9,0.94,588,0,0,0,0
28.02,10,1,grocery,0.273,0.138,1.7,1.27,285,1,0,1,0
123.35,9,2,dining,0.069,0.104,1.5,0.61,384,0,0,0,0
41.43,16,2,dining,0.018,0.375,0.1,0.74,3385,0,0,0,0
69.04,8,2,grocery,0.041,0.067,34.6,1.12,1858,0,0,1,0
108.44,16,1,entertainment,0.032,0.279,50.9,0.8,2710,0,0,0,0
83.83,20,1,electronics,0.063,0.297,2.0,1.13,773,0,0,0,0
13.41,15,1,entertainment,0.012,0.316,15.3,0.9,2992,0,0,0,0
18.2,6,1,gas_transport,0.074,0.158,0.1,0.56,725,0,1,1,0
1362.69,1,5,travel,0.717,0.737,126.7,7.84,41,4,1,0,1
80.94,7,3,dining,0.09,0.245,19.3,0.44,2314,0,0,0,0
51.53,6,1,gas_transport,0.234,0.275,33.5,1.06,305,0,0,0,0
25.94,13,1,grocery,0.01,0.249,1.6,1.27,1914,2,0,1,0
120.0,22,7,electronics,0.762,0.473,259.7,1.96,471,3,1,1,1
33.02,4,1,utilities,0.442,0.295,16.0,1.15,844,0,0,0,0
54.16,16,4,dining,0.01,0.177,2.5,0.62,364,0,1,1,0
35.53,11,2,travel,0.056,0.021,18.2,0.69,1130,0,0,0,0
51.56,8,3,dining,0.023,0.254,14.2,1.36,834,0,0,1,0
62.85,7,1,gas_transport,0.329,0.461,4.3,0.7,1168,0,0,1,0
78.86,13,2,health_beauty,0.215,0.22,22.1,1.15,2525,0,0,0,0
359.33,20,9,electronics,0.84,0.794,18.0,5.87,41,1,1,1,1
52.59,12,1,electronics,0.18,0.448,3.0,1.42,3365,0,0,0,0
11.27,10,3,dining,0.086,0.288,28.8,0.92,2239,1,0,1,0
112.62,10,2,electronics,0.028,0.347,2.6,0.67,1551,0,0,0,0
31.05,12,2,grocery,0.091,0.088,17.1,0.84,1925,0,0,0,0
15.65,16,2,health_beauty,0.278,0.012,13.6,1.62,384,0,0,1,0
9.38,6,1,electronics,0.043,0.148,0.1,0.75,2514,0,0,1,0
138.21,21,2,gas_transport,0.072,0.099,53.5,1.26,2454,0,1,0,0
18.27,13,4,electronics,0.28,0.016,13.7,0.72,3118,0,0,1,0
35.3,21,8,dining,0.078,0.268,2.7,0.98,1945,0,0,0,0
1439.95,10,9,gas_transport,0.763,0.697,575.8,5.78,177,0,0,1,1
120.0,0,6,retail,0.805,0.761,741.5,4.63,12,3,1,1,1
33.52,16,1,retail,0.02,0.289,17.2,0.48,2181,1,0,0,0
24.68,11,1,clothing,0.136,0.078,5.7,0.92,1152,0,0,1,0
34.87,19,1,clothing,0.118,0.083,0.5,0.45,1782,0,0,0,0
268.6,19,12,electronics,0.826,0.814,76.5,3.3,634,0,1,1,1
45.94,12,1,dining,0.443,0.086,88.0,0.85,2973,0,0,1,0
26.21,19,1,grocery,0.018,0.314,9.1,0.51,506,0,0,0,0
30.44,16,1,grocery,0.449,0.035,7.4,0.82,2063,2,0,1,0
90.54,14,1,dining,0.086,0.209,1.5,1.27,1739,0,1,1,0
40.59,11,1,grocery,0.125,0.415,9.8,1.42,2827,0,1,0,0
15.64,11,3,grocery,0.45,0.117,18.0,0.62,2830,0,0,0,0
42.6,12,2,grocery,0.21,0.42,18.9,0.96,2104,0,0,0,0
21.7,14,3,dining,0.205,0.094,4.3,1.18,2720,0,0,1,0
45.85,13,1,clothing,0.098,0.305,26.6,1.71,1733,0,0,1,0
23.21,3,1,electronics,0.05,0.398,6.0,0.77,3005,0,0,1,0
954.0,2,7,entertainment,0.939,0.76,765.4,4.19,123,1,1,1,1
76.22,20,2,health_beauty,0.036,0.136,17.8,1.63,3283,0,0,0,0
48.24,6,3,clothing,0.142,0.171,10.9,1.26,1533,0,0,0,0
27.67,16,6,gas_transport,0.023,0.048,8.2,0.85,2122,1,0,0,0
1553.73,1,6,travel,0.749,0.829,123.1,6.46,19,4,1,1,1
247.08,1,3,electronics,0.6,0.606,1024.4,8.76,803,0,0,1,1
49.82,16,4,grocery,0.202,0.111,8.6,0.54,1233,0,0,1,0
29.05,12,2,travel,0.036,0.019,0.7,0.98,3421,0,0,1,0
95.22,9,2,dining,0.016,0.033,18.4,1.54,2179,0,0,0,0
57.82,8,1,gas_transport,0.115,0.017,16.4,1.3,275,0,0,1,0
32.43,12,1,gas_transport,0.067,0.026,5.1,0.96,3303,1,0,1,0
65.73,18,1,grocery,0.122,0.055,1.2,1.5,414,1,0,0,0
830.23,1,7,electronics,0.963,0.699,718.1,5.12,311,0,1,0,1
15.54,12,1,grocery,0.287,0.047,17.8,0.79,3561,0,0,1,0
87.58,10,3,clothing,0.099,0.327,3.4,1.3,532,0,0,0,0
246.72,13,2,electronics,0.044,0.18,0.1,0.52,2304,0,0,1,0
130.72,20,2,grocery,0.104,0.376,0.3,0.97,2150,0,0,0,0
108.09,10,1,utilities,0.184,0.077,40.5,0.43,3469,0,0,0,0
58.93,17,1,entertainment,0.086,0.325,3.5,1.1,1075,0,0,0,0
62.99,12,1,retail,0.087,0.228,1.6,0.66,2595,0,1,1,0
42.68,10,2,entertainment,0.201,0.029,3.8,0.98,467,0,0,0,0
106.81,16,1,grocery,0.059,0.365,8.2,1.23,1756,0,0,0,0
44.96,3,1,retail,0.162,0.363,31.3,0.68,3368,0,0,1,0
22.23,13,4,utilities,0.051,0.161,8.4,1.66,3131,0,0,1,0
71.51,12,1,travel,0.367,0.29,5.2,0.97,288,0,0,1,0
13.15,20,1,dining,0.272,0.064,23.8,1.25,696,0,0,1,0
21.44,21,2,gas_transport,0.071,0.443,23.2,0.33,1148,0,0,1,0
56.43,10,1,dining,0.066,0.45,19.1,1.49,1358,0,0,0,0
33.84,16,1,dining,0.016,0.323,2.3,0.8,222,0,0,1,0
44.52,9,1,gas_transport,0.022,0.051,9.4,1.14,1784,0,0,0,0
42.58,7,4,dining,0.11,0.135,17.9,1.36,3015,0,0,1,0
96.37,1,5,travel,0.037,0.064,3.2,1.28,2976,0,0,1,0
69.64,9,3,electronics,0.098,0.187,1.0,1.15,2698,0,0,0,0
25.59,10,2,utilities,0.139,0.246,15.7,1.58,2734,0,0,1,0
48.11,15,1,gas_transport,0.123,0.23,10.6,1.22,1145,0,0,1,0
46.64,10,1,dining,0.05,0.15,10.7,1.11,240,0,0,1,0
15.42,12,1,travel,0.166,0.069,6.3,1.12,2464,0,0,1,0
70.37,9,1,dining,0.164,0.045,0.5,0.99,1382,0,0,1,0
120.0,14,9,retail,0.73,0.798,151.0,4.11,167,0,1,1,1
681.44,4,4,health_beauty,0.525,0.669,41.1,7.86,80,0,0,1,1
48.57,17,5,grocery,0.023,0.233,0.1,1.27,2675,0,0,1,0
65.38,6,2,grocery,0.015,0.178,3.4,1.11,2211,0,1,1,0
34.96,10,1,grocery,0.033,0.118,21.1,0.69,1905,0,0,0,0
64.72,7,1,travel,0.235,0.307,0.8,1.21,3254,0,0,1,0
44.2,10,2,gas_transport,0.039,0.27,18.4,1.06,2931,1,0,1,0
78.92,11,2,travel,0.125,0.482,24.5,0.81,1750,0,0,1,0
53.27,14,1,entertainment,0.182,0.027,3.0,0.45,1704,0,1,1,0
20.66,11,1,grocery,0.105,0.12,1.3,0.97,357,0,0,1,0
105.9,16,1,dining,0.058,0.5,17.2,1.46,323,0,0,1,0
498.39,3,6,electronics,0.4,0.839,643.9,6.6,288,2,1,1,1
26.91,14,2,utilities,0.329,0.099,10.3,0.63,2218,0,0,0,0
44.39,8,1,dining,0.029,0.079,16.7,0.7,3544,0,0,0,0
41.53,9,1,entertainment,0.084,0.027,10.2,0.85,2325,0,0,0,0
13.49,13,3,gas_transport,0.052,0.068,22.8,1.47,1794,0,0,1,0
15.55,9,3,grocery,0.031,0.24,6.3,0.6,1738,0,0,1,0
79.03,5,1,dining,0.408,0.03,7.0,0.95,2826,0,0,1,0
19.88,14,3,dining,0.17,0.145,9.1,1.18,2007,0,0,1,0
54.32,14,2,health_beauty,0.042,0.063,6.0,1.51,1039,0,0,1,0
55.06,14,2,grocery,0.1,0.105,11.7,0.91,3386,0,1,0,0
166.64,1,8,electronics,0.728,0.934,213.9,7.44,242,1,0,1,1
158.15,12,1,electronics,0.01,0.187,9.2,1.34,2813,0,0,1,0
110.07,14,1,retail,0.026,0.173,22.9,0.86,3407,0,0,1,0
29.13,17,2,gas_transport,0.147,0.379,3.7,0.61,2705,0,0,1,0
76.83,11,2,dining,0.117,0.133,28.9,0.87,3532,0,1,0,0
15.39,17,4,retail,0.12,0.053,19.0,1.14,1561,0,0,0,0
46.31,7,1,grocery,0.052,0.432,23.8,1.03,2970,0,0,0,0
26.5,12,1,gas_transport,0.032,0.09,1.3,0.62,2317,0,0,1,0
58.38,12,1,electronics,0.256,0.422,0.1,1.48,1357,0,0,0,0
316.99,16,2,grocery,0.063,0.234,1.7,0.98,2617,0,0,0,0
240.2,5,3,electronics,0.551,0.697,466.1,5.51,48,4,1,1,1
36.91,7,2,health_beauty,0.178,0.052,12.3,0.64,2431,1,0,1,0
45.95,19,1,gas_transport,0.187,0.126,5.0,1.24,1645,0,1,0,0
39.33,7,3,grocery,0.074,0.359,36.0,1.23,659,0,0,0,0
165.62,23,1,grocery,0.158,0.063,4.4,1.11,767,0,0,1,0
22.93,13,1,grocery,0.15,0.105,4.5,0.5,3272,0,0,0,0
55.09,18,1,health_beauty,0.066,0.188,9.4,0.9,271,0,0,1,0
89.12,7,5,gas_transport,0.036,0.132,8.1,0.79,1867,0,1,0,0
8.67,17,2,entertainment,0.096,0.286,22.4,0.96,1458,0,0,1,0
57.31,15,3,dining,0.055,0.098,24.4,0.68,2994,0,0,1,0
515.91,4,8,electronics,0.865,0.747,60.7,2.43,514,1,0,1,1
69.17,19,1,clothing,0.428,0.155,3.9,1.18,1678,0,0,0,0
41.45,9,3,gas_transport,0.267,0.264,26.5,0.67,2394,0,0,0,0
33.62,9,1,health_beauty,0.109,0.08,8.4,1.12,1969,1,0,1,0
23.18,9,2,entertainment,0.048,0.397,2.6,1.47,1516,0,0,0,0
2965.54,22,7,clothing,0.749,0.76,148.0,5.08,2,1,0,1,1
361.03,20,7,travel,0.757,0.65,23.9,4.0,70,1,1,1,1
388.75,0,11,travel,0.944,0.713,2218.2,9.2,319,1,0,1,1
94.19,8,1,health_beauty,0.122,0.312,39.9,1.51,3546,0,0,1,0
4800.0,6,5,entertainment,0.693,0.457,3362.1,4.87,958,1,0,1,1
53.05,10,1,grocery,0.02,0.278,3.3,0.39,2726,0,1,1,0
248.8,10,3,travel,0.155,0.349,1.7,0.81,456,0,0,0,0
202.64,10,1,electronics,0.081,0.5,5.4,0.2,1947,0,0,1,0
17.72,16,2,gas_transport,0.026,0.186,7.4,1.09,2862,0,0,1,0
119.0,9,2,grocery,0.075,0.052,10.9,0.97,3576,0,0,0,0
12.57,8,1,grocery,0.211,0.099,6.2,0.83,1128,0,0,0,0
92.43,6,1,dining,0.092,0.072,14.1,1.19,588,0,1,1,0
140.96,19,2,dining,0.01,0.356,23.8,1.15,2626,0,0,0,0
27.5,13,2,dining,0.038,0.098,12.1,1.23,1726,0,1,0,0
21.3,10,1,gas_transport,0.032,0.094,5.0,0.81,2384,0,0,0,0
14.5,11,2,retail,0.199,0.276,0.6,1.23,2334,0,0,0,0
24.36,13,2,dining,0.08,0.162,6.5,0.62,189,0,0,1,0
23.42,14,2,electronics,0.171,0.263,8.0,1.57,590,0,0,1,0
61.13,6,3,dining,0.182,0.199,2.1,1.26,1616,0,0,0,0
15.3,14,2,grocery,0.123,0.065,87.1,0.92,1649,0,0,1,0
56.18,15,5,clothing,0.04,0.246,1.5,1.27,2409,0,0,0,0
598.53,8,1,health_beauty,0.083,0.261,3.9,0.34,1017,0,0,1,0
25.84,14,2,health_beauty,0.067,0.117,15.8,1.02,1359,0,0,1,0
30.34,12,1,health_beauty,0.022,0.294,3.5,0.86,1863,1,0,0,0
61.16,14,3,gas_transport,0.043,0.136,5.1,1.06,2724,0,0,0,0
119.29,13,3,health_beauty,0.05,0.096,6.2,0.37,3594,0,0,0,0
36.03,16,3,health_beauty,0.04,0.031,7.7,0.84,1619,0,0,1,0
29.19,14,2,clothing,0.01,0.291,9.1,0.87,1461,0,0,0,0
23.15,10,1,dining,0.259,0.133,34.1,1.11,3571,0,0,1,0
184.31,7,1,grocery,0.034,0.082,6.7,1.15,3483,0,0,0,0
19.34,11,1,health_beauty,0.146,0.085,4.6,0.75,3443,0,0,1,0
151.63,10,2,clothing,0.014,0.14,13.4,0.8,1010,0,0,1,0
36.72,12,1,grocery,0.174,0.208,3.0,1.22,2457,0,0,0,0
22.0,9,3,grocery,0.352,0.159,8.7,0.61,280,0,0,0,0
53.16,5,2,health_beauty,0.088,0.048,23.2,0.75,1460,0,0,0,0
58.86,12,2,health_beauty,0.113,0.127,9.2,0.81,3083,0,0,1,0
410.54,1,4,clothing,0.672,0.953,906.9,7.97,82,2,0,1,1
59.14,13,1,dining,0.029,0.109,1.2,1.38,2783,0,0,1,0
124.16,19,5,dining,0.033,0.255,26.1,1.24,462,0,0,1,0
15.82,20,5,gas_transport,0.145,0.066,0.2,0.88,2415,0,0,1,0
79.45,12,3,electronics,0.148,0.165,14.0,0.48,1081,0,0,1,0
251.1,2,2,travel,0.073,0.054,2.5,1.0,1287,0,0,1,0
31.17,6,2,dining,0.025,0.033,1.7,1.04,557,0,0,1,0
42.36,12,3,grocery,0.037,0.045,31.9,1.08,1885,0,0,0,0
46.38,8,1,utilities,0.123,0.07,6.0,0.94,1537,0,0,0,0
232.76,20,2,grocery,0.2,0.203,14.7,0.32,566,0,0,0,0
563.73,0,6,electronics,0.71,0.866,1900.5,8.61,57,1,1,1,1
33.57,0,3,dining,0.181,0.011,3.0,0.52,3507,0,0,0,0
12.07,20,3,clothing,0.021,0.193,3.4,0.83,1546,0,0,1,0
41.85,8,1,utilities,0.227,0.096,8.6,1.01,1161,0,0,0,0
231.28,14,3,utilities,0.23,0.134,13.4,1.0,2683,0,0,1,0
178.16,18,1,grocery,0.064,0.47,6.5,1.2,2041,1,1,0,0
18.49,23,1,dining,0.01,0.053,8.7,0.51,3146,0,0,1,0
57.74,7,3,grocery,0.095,0.5,15.0,1.08,2338,0,1,0,0
102.47,12,2,clothing,0.14,0.249,3.6,0.66,528,0,0,0,0
58.41,5,1,gas_transport,0.107,0.179,7.8,1.25,1138,0,0,1,0
54.46,14,1,entertainment,0.114,0.11,2.8,1.63,2344,0,0,0,0
188.89,15,4,retail,0.085,0.417,0.4,0.84,1033,0,0,0,0
27.33,7,1,grocery,0.13,0.165,3.3,1.31,516,0,0,0,0
63.78,11,1,electronics,0.045,0.034,40.7,0.73,2881,0,0,1,0
47.56,10,1,gas_transport,0.077,0.146,4.3,0.91,1519,0,0,1,0
56.06,13,1,retail,0.169,0.049,9.5,0.81,738,0,1,0,0
326.44,17,12,electronics,0.897,0.512,141.6,9.08,210,2,1,1,1
61.67,10,1,retail,0.116,0.42,14.4,1.05,3380,0,0,1,0
109.33,11,2,gas_transport,0.1,0.227,11.7,1.06,660,0,0,1,0
32.84,9,1,electronics,0.03,0.366,0.5,0.91,2880,0,0,1,0
13.16,10,1,dining,0.091,0.047,0.8,0.74,3432,0,0,1,0
77.12,9,1,electronics,0.093,0.247,8.5,0.96,266,0,0,0,0
13.31,9,1,dining,0.246,0.144,13.6,1.08,1236,0,0,0,0
251.08,9,2,utilities,0.201,0.329,10.6,0.97,2907,0,0,1,0
85.97,7,1,grocery,0.171,0.111,8.6,1.2,1699,0,0,1,0
28.54,11,3,grocery,0.038,0.092,46.5,1.36,3419,0,0,0,0
43.77,10,2,entertainment,0.232,0.093,1.8,0.78,2080,0,0,1,0
13.94,9,3,gas_transport,0.02,0.348,9.4,0.9,1565,0,0,1,0
16.36,18,1,gas_transport,0.084,0.019,10.5,1.69,1380,0,0,1,0
113.61,15,2,travel,0.163,0.5,10.6,0.95,1911,0,0,1,0
33.99,17,2,entertainment,0.245,0.052,7.5,0.49,2158,0,0,1,0
33.62,7,2,health_beauty,0.081,0.5,37.9,1.16,1260,0,0,1,0
28.75,1,1,dining,0.165,0.114,7.4,0.66,2705,0,0,0,0
66.28,11,3,clothing,0.125,0.07,5.2,0.99,2991,0,0,1,0
12.74,15,2,grocery,0.025,0.224,4.4,0.68,410,0,0,1,0
83.02,13,1,dining,0.41,0.032,0.9,0.88,3418,0,0,1,0
38.28,16,5,entertainment,0.272,0.051,7.2,1.11,506,0,0,0,0
32.98,4,3,grocery,0.16,0.07,3.4,1.17,2363,0,0,0,0
21.05,18,1,entertainment,0.132,0.18,15.9,1.04,1441,0,0,1,0
27.67,23,2,entertainment,0.091,0.384,0.7,1.07,2301,0,0,0,0
28.35,9,6,grocery,0.158,0.208,7.7,1.13,1839,0,0,0,0
29.94,12,1,dining,0.037,0.443,19.6,1.71,341,0,0,1,0
27.41,6,2,grocery,0.156,0.247,39.7,1.04,1509,0,0,1,0
118.92,14,2,clothing,0.144,0.14,16.1,0.83,2608,0,0,0,0
18.09,21,1,health_beauty,0.031,0.26,29.7,1.13,2489,0,1,0,0
78.11,22,1,grocery,0.069,0.02,28.8,1.15,1370,0,0,1,0
145.65,8,1,grocery,0.027,0.221,15.2,0.85,1954,0,0,0,0
28.67,15,1,dining,0.183,0.068,0.4,0.71,2558,0,0,0,0
42.78,8,1,dining,0.183,0.01,5.3,1.51,3196,0,0,1,0
65.29,14,2,health_beauty,0.301,0.109,7.2,0.88,1179,0,0,1,0
29.07,14,2,clothing,0.101,0.189,12.6,0.92,430,0,0,1,0
29.18,13,1,gas_transport,0.148,0.065,10.2,1.53,584,0,0,0,0
33.1,9,3,travel,0.121,0.339,20.6,1.52,730,0,0,0,0
59.71,4,1,clothing,0.169,0.131,4.7,0.57,1456,0,0,1,0
5.94,9,2,dining,0.144,0.171,2.0,1.18,431,0,0,0,0
50.47,18,1,electronics,0.45,0.182,19.4,1.35,1133,0,0,0,0
21.97,11,1,electronics,0.037,0.145,5.2,1.27,2887,0,0,0,0
23.91,12,1,clothing,0.111,0.01,10.2,1.06,2968,0,0,1,0
54.01,19,1,dining,0.062,0.128,23.4,1.53,1349,0,1,1,0
100.31,18,3,dining,0.145,0.031,16.7,0.86,2635,0,0,0,0
47.94,6,1,dining,0.01,0.173,14.0,1.04,2806,0,0,1,0
5.0,9,1,dining,0.084,0.165,7.2,1.0,3433,0,1,0,0
9.71,12,2,grocery,0.111,0.025,32.1,1.17,472,0,0,0,0
69.05,9,7,grocery,0.175,0.424,49.8,0.75,287,2,0,0,0
105.1,9,1,clothing,0.245,0.088,21.9,1.16,2789,1,0,0,0
210.43,3,9,clothing,0.76,0.707,1056.0,10.2,297,0,1,0,1
106.6,13,1,gas_transport,0.174,0.102,3.5,0.92,3131,0,0,0,0
75.68,5,1,retail,0.146,0.222,27.2,0.79,2395,0,0,1,0
7.59,20,2,gas_transport,0.089,0.073,0.3,1.7,1011,0,0,1,0
75.16,10,2,travel,0.214,0.127,1.2,0.75,647,0,0,1,0
82.33,7,4,entertainment,0.096,0.204,16.5,0.94,207,0,0,0,0
65.29,20,1,dining,0.176,0.134,0.6,1.14,1786,0,0,0,0
169.08,9,1,electronics,0.155,0.393,16.3,1.3,1974,0,0,0,0
939.24,23,7,electronics,0.829,0.624,1121.8,6.51,196,1,0,1,1
2162.44,1,9,entertainment,0.981,0.525,128.7,8.71,14,2,1,0,1
72.82,12,1,health_beauty,0.021,0.455,0.4,1.85,1886,1,0,1,0
18.68,11,1,travel,0.021,0.31,7.8,0.66,726,1,0,1,0
30.16,17,5,gas_transport,0.267,0.076,0.4,1.09,1509,0,0,0,0
53.53,7,4,gas_transport,0.089,0.056,7.8,0.68,2545,0,0,1,0
29.32,10,2,dining,0.034,0.174,15.7,0.93,1512,0,0,1,0
56.36,4,1,gas_transport,0.01,0.062,10.2,0.96,1206,0,0,0,0
37.34,14,5,gas_transport,0.064,0.154,15.3,1.31,3430,0,0,0,0
50.42,7,5,clothing,0.413,0.068,17.0,0.99,1148,0,0,1,0
27.37,10,3,grocery,0.131,0.109,1.8,0.82,896,0,0,0,0
35.94,9,4,dining,0.271,0.226,13.1,0.67,2089,0,0,0,0
21.38,7,1,utilities,0.063,0.032,10.1,0.27,2013,0,1,0,0
103.39,7,4,retail,0.047,0.26,2.1,1.17,2260,0,0,0,0
51.67,11,3,entertainment,0.263,0.014,31.2,1.23,3197,0,0,0,0
27.12,11,3,clothing,0.204,0.344,1.3,1.22,474,0,0,1,0
40.76,15,1,gas_transport,0.269,0.057,7.0,0.96,2799,1,0,1,0
4042.69,1,8,travel,0.798,0.519,223.0,6.62,387,1,1,1,1
36.34,5,1,dining,0.153,0.109,12.5,0.78,3192,0,0,1,0
2047.82,3,6,clothing,0.823,0.713,814.0,5.47,10,0,1,1,1
29.05,19,2,dining,0.061,0.032,6.4,1.18,2133,0,0,1,0
49.25,8,3,retail,0.28,0.215,2.7,0.83,2815,0,0,0,0
45.97,5,2,health_beauty,0.376,0.104,0.6,0.52,1393,0,0,1,0
35.76,10,1,gas_transport,0.055,0.276,13.6,0.81,515,0,0,0,0
286.4,0,8,travel,0.639,0.836,4078.9,6.05,213,3,1,1,1
23.16,10,2,grocery,0.128,0.095,3.3,1.38,2861,0,0,1,0
85.55,9,1,travel,0.179,0.212,8.5,0.99,689,0,0,1,0
20.8,11,2,grocery,0.039,0.19,1.4,1.76,1441,0,0,0,0
49.11,9,2,dining,0.12,0.174,8.6,1.19,2403,0,0,0,0
64.45,12,2,grocery,0.07,0.058,4.6,1.0,966,0,0,1,0
17.43,15,1,clothing,0.217,0.158,13.7,1.0,244,0,0,1,0
71.25,17,1,entertainment,0.432,0.093,2.1,1.27,960,0,0,1,0
2052.62,3,4,travel,0.701,0.761,193.1,3.33,249,1,0,1,1
33.73,23,3,clothing,0.173,0.164,21.2,0.49,1879,0,0,0,0
42.4,12,2,dining,0.251,0.194,0.5,1.52,1048,0,0,0,0
146.08,15,1,clothing,0.083,0.453,4.1,1.06,2543,0,0,1,0
500.85,4,2,electronics,0.901,0.688,1375.8,7.93,159,1,0,1,1
235.15,15,1,gas_transport,0.067,0.322,20.7,1.1,275,0,0,1,0
